0,1
t1152889867.894188_x-11.698793_y-0.091738_a-3.057961.jpeg,CR-A
t1152889868.098049_x-11.744756_y-0.095592_a-3.057961.jpeg,CR-A
t1152889868.302002_x-11.794047_y-0.099930_a-3.056990.jpeg,CR-A
t1152889868.506019_x-11.818457_y-0.103954_a-3.048999.jpeg,CR-A
t1152889868.710028_x-11.866842_y-0.108396_a-3.049138.jpeg,CR-A
t1152889868.914040_x-11.905929_y-0.106835_a-3.065093.jpeg,CR-A
t1152889869.118057_x-11.953871_y-0.110771_a-3.063681.jpeg,CR-A
t1152889869.322065_x-12.004634_y-0.113318_a-3.064053.jpeg,CR-A
t1152889869.526086_x-12.055432_y-0.117424_a-3.065350.jpeg,CR-A
t1152889869.730094_x-12.103256_y-0.120812_a-3.070229.jpeg,CR-A
t1152889869.934104_x-12.151910_y-0.123378_a-3.074936.jpeg,CR-A
t1152889870.138118_x-12.205620_y-0.127698_a-3.071715.jpeg,CR-A
t1152889870.342132_x-12.265257_y-0.132331_a-3.068889.jpeg,CR-A
t1152889870.546144_x-12.315331_y-0.135610_a-3.070246.jpeg,CR-A
t1152889870.750156_x-12.341863_y-0.137572_a-3.069942.jpeg,CR-A
t1152889870.954167_x-12.391901_y-0.118878_a-3.076806.jpeg,CR-A
t1152889871.158280_x-12.440243_y-0.116667_a-3.077515.jpeg,CR-A
t1152889871.362193_x-12.495179_y-0.115342_a-3.087640.jpeg,CR-A
t1152889871.566207_x-12.547367_y-0.114552_a-3.090041.jpeg,CR-A
t1152889871.770321_x-12.589182_y-0.115299_a-3.093405.jpeg,CR-A
t1152889871.974258_x-12.647096_y-0.113586_a-3.094160.jpeg,CR-A
t1152889872.182247_x-12.703298_y-0.115688_a-3.097341.jpeg,CR-A
t1152889872.386259_x-12.758861_y-0.116992_a-3.104581.jpeg,CR-A
t1152889872.590272_x-12.815896_y-0.121281_a-3.121513.jpeg,CR-A
t1152889872.794478_x-12.872040_y-0.119490_a-3.129769.jpeg,CR-A
t1152889872.998502_x-12.923823_y-0.122110_a-3.136988.jpeg,CR-A
t1152889873.202308_x-12.950354_y-0.122575_a-3.136515.jpeg,CR-A
t1152889873.406323_x-13.004861_y-0.121738_a-3.135306.jpeg,CR-A
t1152889873.610333_x-13.057614_y-0.120443_a-3.135007.jpeg,CR-A
t1152889873.814347_x-13.111235_y-0.119685_a-3.134420.jpeg,CR-A
t1152889874.018360_x-13.164631_y-0.120417_a-3.132886.jpeg,CR-A
t1152889874.222375_x-13.214392_y-0.125494_a-3.133679.jpeg,CR-A
t1152889874.426388_x-13.267695_y-0.121873_a3.141291.jpeg,CR-A
t1152889874.630397_x-13.312052_y-0.120473_a3.139382.jpeg,CR-A
t1152889874.834410_x-13.366495_y-0.118541_a3.138853.jpeg,CR-A
t1152889875.038429_x-13.442787_y-0.117002_a3.140673.jpeg,CR-A
t1152889875.242444_x-13.500964_y-0.116426_a3.140890.jpeg,CR-A
t1152889875.446448_x-13.527094_y-0.116407_a3.140890.jpeg,CR-A
t1152889875.650462_x-13.574221_y-0.111782_a-3.139125.jpeg,CR-A
t1152889875.854477_x-13.625225_y-0.109102_a-3.138592.jpeg,CR-A
t1152889876.058624_x-13.664855_y-0.109635_a3.137835.jpeg,CR-A
t1152889876.262499_x-13.720079_y-0.106869_a3.126599.jpeg,CR-A
t1152889876.466513_x-13.775499_y-0.104728_a3.120884.jpeg,CR-A
t1152889876.670777_x-13.826432_y-0.105804_a3.117255.jpeg,CR-A
t1152889876.874537_x-13.912148_y-0.103665_a3.119734.jpeg,CR-A
t1152889877.078552_x-13.955561_y-0.103604_a3.123472.jpeg,CR-A
t1152889877.282564_x-14.000940_y-0.102725_a3.118081.jpeg,CR-A
t1152889877.486578_x-14.055127_y-0.101858_a3.119797.jpeg,CR-A
t1152889877.690797_x-14.110394_y-0.103330_a3.110182.jpeg,CR-A
t1152889877.894601_x-14.137674_y-0.102473_a3.110182.jpeg,CR-A
t1152889878.098673_x-14.191044_y-0.100667_a3.109575.jpeg,CR-A
t1152889878.302727_x-14.239736_y-0.099132_a3.103823.jpeg,CR-A
t1152889878.506640_x-14.288189_y-0.097138_a3.104073.jpeg,CR-A
t1152889878.710652_x-14.338463_y-0.093980_a3.098207.jpeg,CR-A
t1152889878.914666_x-14.393558_y-0.090385_a3.098613.jpeg,CR-A
t1152889879.118680_x-14.454508_y-0.093823_a3.094009.jpeg,CR-A
t1152889879.322691_x-14.511888_y-0.087276_a3.096133.jpeg,CR-A
t1152889879.526705_x-14.563340_y-0.085624_a3.096375.jpeg,CR-A
t1152889879.730716_x-14.626104_y-0.078964_a3.094790.jpeg,CR-A
t1152889879.934731_x-14.678987_y-0.076579_a3.095108.jpeg,CR-A
t1152889880.138767_x-14.710287_y-0.072681_a3.094865.jpeg,CR-A
t1152889880.342756_x-14.769420_y-0.068856_a3.094486.jpeg,CR-A
t1152889880.546772_x-14.808536_y-0.064710_a3.092496.jpeg,CR-A
t1152889880.750787_x-14.861728_y-0.071362_a3.135946.jpeg,CR-A
t1152889880.954910_x-14.935572_y-0.101306_a-3.010098.jpeg,CR-A
t1152889881.158807_x-14.981331_y-0.146983_a-2.818062.jpeg,CR-A
t1152889881.362818_x-15.010518_y-0.195167_a-2.642266.jpeg,CR-A
t1152889881.566936_x-15.069321_y-0.241317_a-2.596615.jpeg,CR-A
t1152889881.770844_x-15.104320_y-0.293551_a-2.480488.jpeg,CR-A
t1152889881.974970_x-15.128953_y-0.369273_a-2.290293.jpeg,CR-A
t1152889882.178870_x-15.127411_y-0.406078_a-2.160587.jpeg,CR-A
t1152889882.382884_x-15.115059_y-0.458925_a-1.982605.jpeg,CR-A
t1152889882.587088_x-15.107422_y-0.489683_a-1.895438.jpeg,CR-A
t1152889882.790911_x-15.106824_y-0.531760_a-1.843342.jpeg,CR-A
t1152889882.994922_x-15.118677_y-0.585176_a-1.845915.jpeg,CR-A
t1152889883.199131_x-15.133467_y-0.637931_a-1.847242.jpeg,CR-A
t1152889883.402946_x-15.132091_y-0.693236_a-1.762973.jpeg,CR-A
t1152889883.606958_x-15.122504_y-0.770873_a-1.662035.jpeg,CR-A
t1152889883.810971_x-15.115905_y-0.804813_a-1.630719.jpeg,CR-A
t1152889884.014987_x-15.117459_y-0.856261_a-1.632624.jpeg,CR-A
t1152889907.396445_x-15.137446_y-0.947401_a-1.649832.jpeg,CR-A
t1152889907.600459_x-15.138847_y-0.955081_a-1.652827.jpeg,CR-A
t1152889907.804471_x-15.140866_y-0.970177_a-1.657735.jpeg,CR-A
t1152889908.008484_x-15.143200_y-0.991552_a-1.660586.jpeg,CR-A
t1152889908.212692_x-15.146923_y-1.022842_a-1.660066.jpeg,CR-A
t1152889908.416510_x-15.150467_y-1.065049_a-1.658958.jpeg,CR-A
t1152889908.620718_x-15.152186_y-1.085505_a-1.658532.jpeg,CR-A
t1152889908.824535_x-15.155733_y-1.125835_a-1.658532.jpeg,CR-A
t1152889909.028571_x-15.159322_y-1.166632_a-1.658532.jpeg,CR-A
t1152889909.232561_x-15.163699_y-1.222974_a-1.656007.jpeg,CR-A
t1152889909.436573_x-15.168520_y-1.283129_a-1.655386.jpeg,CR-A
t1152889909.640585_x-15.172659_y-1.347733_a-1.651827.jpeg,ST-A
t1152889909.844821_x-15.177026_y-1.394673_a-1.653441.jpeg,ST-A
t1152889910.048611_x-15.190922_y-1.442796_a-1.649095.jpeg,ST-A
t1152889910.252630_x-15.194269_y-1.490337_a-1.647075.jpeg,ST-A
t1152889910.456637_x-15.189255_y-1.542210_a-1.607269.jpeg,ST-A
t1152889910.660650_x-15.210716_y-1.601210_a-1.586745.jpeg,ST-A
t1152889910.864663_x-15.211683_y-1.626265_a-1.589430.jpeg,ST-A
t1152889911.068675_x-15.212574_y-1.670660_a-1.598220.jpeg,ST-A
t1152889911.272688_x-15.211538_y-1.723680_a-1.596906.jpeg,ST-A
t1152889911.476701_x-15.213976_y-1.775186_a-1.596047.jpeg,ST-A
t1152889911.680719_x-15.213402_y-1.833806_a-1.576837.jpeg,ST-A
t1152889911.884725_x-15.207736_y-1.885418_a-1.550873.jpeg,ST-A
t1152889912.088739_x-15.209137_y-1.936798_a-1.561186.jpeg,ST-A
t1152889912.292752_x-15.204213_y-1.984945_a-1.562403.jpeg,ST-A
t1152889912.496766_x-15.206533_y-2.036808_a-1.567158.jpeg,ST-A
t1152889912.700820_x-15.206672_y-2.089239_a-1.567677.jpeg,ST-A
t1152889912.904789_x-15.207500_y-2.141146_a-1.570744.jpeg,ST-A
t1152889913.109022_x-15.209371_y-2.202024_a-1.570725.jpeg,ST-A
t1152889913.312816_x-15.209599_y-2.216259_a-1.569297.jpeg,ST-A
t1152889913.517040_x-15.208302_y-2.271826_a-1.572858.jpeg,ST-A
t1152889913.720841_x-15.208541_y-2.329368_a-1.573536.jpeg,ST-A
t1152889913.924854_x-15.210514_y-2.373759_a-1.572921.jpeg,ST-A
t1152889914.128867_x-15.198102_y-2.422933_a-1.518683.jpeg,ST-A
t1152889914.332878_x-15.159043_y-2.462589_a-1.332047.jpeg,ST-A
t1152889914.536892_x-15.112557_y-2.490196_a-1.155014.jpeg,ST-A
t1152889914.740904_x-15.067293_y-2.517949_a-0.985022.jpeg,ST-A
t1152889914.944917_x-15.014176_y-2.519299_a-0.797389.jpeg,ST-A
t1152889915.148929_x-14.949604_y-2.546696_a-0.617101.jpeg,ST-A
t1152889915.352943_x-14.896985_y-2.536585_a-0.434349.jpeg,ST-A
t1152889915.556955_x-14.869433_y-2.533424_a-0.365751.jpeg,ST-A
t1152889915.760969_x-14.821817_y-2.543183_a-0.332235.jpeg,ST-A
t1152889915.964982_x-14.775213_y-2.560085_a-0.335361.jpeg,ST-A
t1152889916.168994_x-14.726658_y-2.560065_a-0.296974.jpeg,ST-A
t1152889916.373008_x-14.671507_y-2.545811_a-0.161832.jpeg,ST-A
t1152889916.577021_x-14.627646_y-2.547267_a-0.126167.jpeg,ST-A
t1152889916.781031_x-14.579884_y-2.555911_a-0.133067.jpeg,ST-A
t1152889916.985047_x-14.531727_y-2.561169_a-0.136986.jpeg,ST-A
t1152889917.189083_x-14.480999_y-2.560503_a-0.096996.jpeg,ST-A
t1152889917.393072_x-14.421808_y-2.539845_a0.049970.jpeg,ST-A
t1152889917.597082_x-14.380626_y-2.521528_a0.110689.jpeg,ST-A
t1152889917.801097_x-14.331768_y-2.521806_a0.108277.jpeg,ST-A
t1152889918.005110_x-14.294981_y-2.513979_a0.105457.jpeg,ST-A
t1152889918.209123_x-14.244856_y-2.508378_a0.110132.jpeg,ST-A
t1152889918.413133_x-14.208773_y-2.506181_a0.104185.jpeg,ST-A
t1152889918.617147_x-14.158476_y-2.500783_a0.104286.jpeg,ST-A
t1152889918.821161_x-14.116303_y-2.499724_a0.101616.jpeg,ST-A
t1152889919.025174_x-14.054084_y-2.490898_a0.104346.jpeg,ST-A
t1152889919.229185_x-13.977026_y-2.486875_a0.092303.jpeg,ST-A
t1152889919.433197_x-13.933473_y-2.482698_a0.088737.jpeg,ST-A
t1152889919.637210_x-13.903355_y-2.477205_a0.089322.jpeg,ST-A
t1152889919.841223_x-13.866414_y-2.475094_a0.083453.jpeg,ST-A
t1152889920.045421_x-13.801549_y-2.474165_a0.084926.jpeg,ST-A
t1152889920.249254_x-13.774147_y-2.471329_a0.087787.jpeg,ST-A
t1152889920.453263_x-13.728288_y-2.474137_a0.081888.jpeg,ST-A
t1152889920.657274_x-13.676033_y-2.469579_a0.092271.jpeg,ST-A
t1152889920.861287_x-13.632090_y-2.433109_a0.200464.jpeg,ST-A
t1152889921.065300_x-13.584911_y-2.401133_a0.297048.jpeg,ST-A
t1152889921.269337_x-13.539050_y-2.390799_a0.299860.jpeg,ST-A
t1152889921.473325_x-13.490855_y-2.375336_a0.302582.jpeg,ST-A
t1152889921.677340_x-13.443287_y-2.360880_a0.299944.jpeg,ST-A
t1152889921.881351_x-13.395204_y-2.346313_a0.298832.jpeg,ST-A
t1152889922.085363_x-13.348880_y-2.337701_a0.294668.jpeg,ST-A
t1152889922.289377_x-13.304153_y-2.321196_a0.291368.jpeg,ST-A
t1152889922.493388_x-13.283601_y-2.316456_a0.292808.jpeg,ST-A
t1152889922.697547_x-13.236579_y-2.305236_a0.295083.jpeg,ST-A
t1152889922.901417_x-13.188101_y-2.290923_a0.292532.jpeg,ST-A
t1152889923.105428_x-13.152010_y-2.277554_a0.288467.jpeg,ST-A
t1152889923.309541_x-13.109010_y-2.267969_a0.277944.jpeg,ST-A
t1152889923.513453_x-13.059585_y-2.274721_a0.173643.jpeg,TL-A
t1152889923.717468_x-13.008035_y-2.278629_a0.095803.jpeg,TL-A
t1152889923.921676_x-12.964588_y-2.272108_a0.100205.jpeg,TL-A
t1152889924.125494_x-12.923795_y-2.271886_a0.102039.jpeg,TL-A
t1152889924.329607_x-12.872927_y-2.263153_a0.097795.jpeg,TL-A
t1152889924.533516_x-12.818893_y-2.262113_a0.099812.jpeg,TL-A
t1152889924.737530_x-12.762295_y-2.252068_a0.102251.jpeg,TL-A
t1152889924.941732_x-12.733035_y-2.250253_a0.098470.jpeg,TL-A
t1152889925.145555_x-12.684656_y-2.247378_a0.092123.jpeg,TL-A
t1152889925.349596_x-12.636272_y-2.240035_a0.089553.jpeg,TL-A
t1152889925.553778_x-12.585772_y-2.235430_a0.088509.jpeg,TL-A
t1152889925.757592_x-12.539748_y-2.230069_a0.089054.jpeg,TL-A
t1152889925.961606_x-12.494113_y-2.225855_a0.089180.jpeg,TL-A
t1152889926.165619_x-12.440932_y-2.221964_a0.085238.jpeg,TL-A
t1152889926.369632_x-12.385946_y-2.219796_a0.074233.jpeg,TL-A
t1152889926.573644_x-12.332858_y-2.219102_a0.056910.jpeg,TL-A
t1152889926.777657_x-12.279039_y-2.251978_a-0.066003.jpeg,TL-A
t1152889926.981670_x-12.242093_y-2.300132_a-0.272571.jpeg,TL-A
t1152889927.185774_x-12.219286_y-2.322740_a-0.344869.jpeg,TL-A
t1152889927.389694_x-12.185875_y-2.364076_a-0.494712.jpeg,TL-A
t1152889927.593706_x-12.150611_y-2.392897_a-0.509322.jpeg,TL-A
t1152889927.797721_x-12.102014_y-2.420529_a-0.515988.jpeg,TL-A
t1152889928.001734_x-12.068175_y-2.453176_a-0.575551.jpeg,TL-A
t1152889928.205847_x-12.047998_y-2.507208_a-0.743656.jpeg,TL-A
t1152889928.409758_x-12.034088_y-2.580012_a-0.943608.jpeg,TL-A
t1152889928.613771_x-12.037536_y-2.636108_a-1.127179.jpeg,TL-A
t1152889928.817900_x-12.055281_y-2.686763_a-1.308604.jpeg,TL-A
t1152889929.021797_x-12.082638_y-2.733909_a-1.488919.jpeg,TL-A
t1152889929.225907_x-12.097359_y-2.792208_a-1.573849.jpeg,TL-A
t1152889929.429844_x-12.097848_y-2.816807_a-1.575779.jpeg,TL-A
t1152889929.633836_x-12.097336_y-2.866917_a-1.572452.jpeg,TL-A
t1152889929.837847_x-12.096952_y-2.919678_a-1.570790.jpeg,TL-A
t1152889930.041862_x-12.096827_y-2.963343_a-1.579635.jpeg,TL-A
t1152889930.245922_x-12.096121_y-3.014076_a-1.583127.jpeg,TL-A
t1152889930.449888_x-12.106042_y-3.062802_a-1.633193.jpeg,TL-A
t1152889930.653899_x-12.148836_y-3.136666_a-1.798334.jpeg,TL-A
t1152889930.857911_x-12.195636_y-3.171541_a-1.988500.jpeg,TL-A
t1152889931.061925_x-12.227964_y-3.199033_a-2.081611.jpeg,TL-A
t1152889931.265939_x-12.248951_y-3.216536_a-2.086522.jpeg,TL-A
t1152889931.469950_x-12.279090_y-3.271331_a-2.083404.jpeg,TL-A
t1152889931.674134_x-12.296836_y-3.293206_a-2.086631.jpeg,TL-A
t1152889931.877976_x-12.309092_y-3.314301_a-2.084042.jpeg,TL-A
t1152889932.081990_x-12.338679_y-3.361453_a-2.081005.jpeg,TL-A
t1152889932.286001_x-12.363249_y-3.405481_a-2.081346.jpeg,TL-A
t1152889932.490047_x-12.390925_y-3.447455_a-2.086426.jpeg,TL-A
t1152889932.694029_x-12.407310_y-3.485271_a-2.061075.jpeg,TL-A
t1152889932.898101_x-12.418888_y-3.541505_a-1.978995.jpeg,TL-A
t1152889933.102067_x-12.408118_y-3.596013_a-1.839369.jpeg,TL-A
t1152889933.306064_x-12.391078_y-3.629062_a-1.772214.jpeg,TL-A
t1152889933.510101_x-12.407760_y-3.678152_a-1.767290.jpeg,TL-A
t1152889933.714191_x-12.419513_y-3.744714_a-1.759529.jpeg,TL-A
t1152889933.918103_x-12.423310_y-3.803164_a-1.727813.jpeg,TL-A
t1152889934.122313_x-12.415006_y-3.834631_a-1.666415.jpeg,TL-A
t1152889934.326129_x-12.397543_y-3.880346_a-1.574440.jpeg,TL-A
t1152889934.530141_x-12.396127_y-3.922874_a-1.567946.jpeg,TL-A
t1152889934.734155_x-12.403337_y-3.967033_a-1.574071.jpeg,TL-A
t1152889934.938166_x-12.405299_y-4.015925_a-1.579113.jpeg,TL-A
t1152889935.142180_x-12.404193_y-4.073215_a-1.581080.jpeg,TL-A
t1152889935.346192_x-12.405007_y-4.122603_a-1.582545.jpeg,TL-A
t1152889935.611392_x-12.405729_y-4.171167_a-1.583259.jpeg,TL-A
t1152889935.814220_x-12.407851_y-4.224407_a-1.588436.jpeg,TL-A
t1152889936.018235_x-12.410295_y-4.271671_a-1.589656.jpeg,TL-A
t1152889936.222247_x-12.411215_y-4.316768_a-1.590768.jpeg,TL-A
t1152889936.426471_x-12.414655_y-4.365161_a-1.592269.jpeg,TL-A
t1152889936.630273_x-12.416667_y-4.417706_a-1.589757.jpeg,TL-A
t1152889936.834481_x-12.417080_y-4.461447_a-1.587752.jpeg,TL-A
t1152889937.038297_x-12.421207_y-4.504133_a-1.592929.jpeg,TL-A
t1152889937.242311_x-12.422214_y-4.566379_a-1.594458.jpeg,TL-A
t1152889937.446322_x-12.423654_y-4.608729_a-1.597602.jpeg,TL-A
t1152889937.650360_x-12.425233_y-4.676989_a-1.596259.jpeg,TL-A
t1152889937.854348_x-12.425584_y-4.702752_a-1.594967.jpeg,TL-A
t1152889938.058566_x-12.426599_y-4.754516_a-1.594078.jpeg,TL-A
t1152889938.262375_x-12.428639_y-4.802099_a-1.597942.jpeg,TL-A
t1152889938.466387_x-12.430083_y-4.853335_a-1.597970.jpeg,TL-A
t1152889938.670403_x-12.432350_y-4.899426_a-1.601934.jpeg,TL-A
t1152889938.874413_x-12.434507_y-4.942038_a-1.604885.jpeg,TL-A
t1152889939.078426_x-12.436604_y-4.988804_a-1.606769.jpeg,TL-A
t1152889939.282439_x-12.438996_y-5.036845_a-1.609202.jpeg,TL-A
t1152889939.486450_x-12.441170_y-5.086469_a-1.610110.jpeg,TL-A
t1152889939.690464_x-12.442125_y-5.145077_a-1.605172.jpeg,TL-A
t1152889939.894476_x-12.442728_y-5.168305_a-1.605835.jpeg,TL-A
t1152889940.098541_x-12.442867_y-5.166837_a-1.606100.jpeg,TL-A
t1152889940.302506_x-12.442114_y-5.166969_a-1.602280.jpeg,TL-A
t1152889940.506516_x-12.431230_y-5.167777_a-1.549130.jpeg,TL-A
t1152889940.710527_x-12.403218_y-5.164082_a-1.408383.jpeg,TL-A
t1152889940.914541_x-12.381092_y-5.156791_a-1.240540.jpeg,TL-A
t1152889941.118553_x-12.346470_y-5.141633_a-1.051570.jpeg,TL-A
t1152889941.322764_x-12.315760_y-5.118682_a-0.863753.jpeg,TL-A
t1152889941.526578_x-12.290933_y-5.093356_a-0.677224.jpeg,TL-A
t1152889941.730899_x-12.271862_y-5.063798_a-0.499155.jpeg,TL-A
t1152889941.934604_x-12.259292_y-5.030554_a-0.323532.jpeg,TL-A
t1152889942.138616_x-12.251543_y-4.994524_a-0.137643.jpeg,TL-A
t1152889942.342629_x-12.250477_y-4.958355_a0.043543.jpeg,TL-A
t1152889942.546643_x-12.251839_y-4.941549_a0.131385.jpeg,TL-A
t1152889942.750654_x-12.260286_y-4.908293_a0.302236.jpeg,TL-A
t1152889942.954856_x-12.278757_y-4.872266_a0.476736.jpeg,TL-A
t1152889943.158679_x-12.299727_y-4.841445_a0.663079.jpeg,TL-A
t1152889943.362694_x-12.335028_y-4.806362_a0.912544.jpeg,TL-A
t1152889943.566705_x-12.352633_y-4.794258_a1.019184.jpeg,TL-A
t1152889943.770720_x-12.384405_y-4.778073_a1.198544.jpeg,TL-A
t1152889943.974731_x-12.419444_y-4.768417_a1.377981.jpeg,TL-A
t1152889944.178746_x-12.460432_y-4.764466_a1.584753.jpeg,TL-A
t1152889944.382757_x-12.482327_y-4.764796_a1.695012.jpeg,TL-A
t1152889944.586771_x-12.489992_y-4.763045_a1.735314.jpeg,TL-A
t1152889944.790783_x-12.490311_y-4.763021_a1.736761.jpeg,TL-A
t1152889944.994796_x-12.490001_y-4.764466_a1.739213.jpeg,TL-A
t1152889945.198808_x-12.489177_y-4.765745_a1.740106.jpeg,TL-A
t1152889945.402823_x-12.489270_y-4.764190_a1.740004.jpeg,TL-A
t1152889945.606833_x-12.494114_y-4.756991_a1.756780.jpeg,TL-A
t1152889945.810871_x-12.502504_y-4.729070_a1.771139.jpeg,TL-A
t1152889946.014859_x-12.512428_y-4.694365_a1.780287.jpeg,TL-A
t1152889946.218971_x-12.516618_y-4.666451_a1.769579.jpeg,TL-A
t1152889946.422885_x-12.502067_y-4.619086_a1.678430.jpeg,TL-A
t1152889946.627106_x-12.488905_y-4.602492_a1.635068.jpeg,TL-A
t1152889946.830911_x-12.482942_y-4.568703_a1.596777.jpeg,TL-A
t1152889947.034922_x-12.482892_y-4.537374_a1.590335.jpeg,TL-A
t1152889947.238935_x-12.483799_y-4.524436_a1.592499.jpeg,TL-A
t1152889947.442950_x-12.483327_y-4.491136_a1.590026.jpeg,TL-A
t1152889947.646960_x-12.483928_y-4.458461_a1.591073.jpeg,TL-A
t1152889947.851161_x-12.484348_y-4.426841_a1.590505.jpeg,TL-A
t1152889948.058987_x-12.492880_y-4.392106_a1.592241.jpeg,TL-A
t1152889948.263000_x-12.493115_y-4.349880_a1.593025.jpeg,TL-A
t1152889948.467012_x-12.492310_y-4.300280_a1.587074.jpeg,TL-A
t1152889948.671025_x-12.492945_y-4.242441_a1.593027.jpeg,TL-A
t1152889948.875038_x-12.492747_y-4.194610_a1.595870.jpeg,TL-A
t1152889949.079052_x-12.493624_y-4.155278_a1.595842.jpeg,TL-A
t1152889949.283063_x-12.490886_y-4.092411_a1.590184.jpeg,TL-A
t1152889949.487075_x-12.491670_y-4.048678_a1.589895.jpeg,TL-A
t1152889949.691092_x-12.492591_y-4.054509_a1.598792.jpeg,TL-A
t1152889949.895124_x-12.494020_y-4.015944_a1.600704.jpeg,TL-A
t1152889950.099164_x-12.493592_y-3.964148_a1.593190.jpeg,TL-A
t1152889950.303133_x-12.497911_y-3.920749_a1.592824.jpeg,TL-A
t1152889950.507141_x-12.498964_y-3.876953_a1.593114.jpeg,TL-A
t1152889950.711153_x-12.500265_y-3.832235_a1.594407.jpeg,TL-A
t1152889950.915166_x-12.501219_y-3.786556_a1.593815.jpeg,TL-A
t1152889951.119177_x-12.494912_y-3.739240_a1.588978.jpeg,TL-A
t1152889951.323191_x-12.494009_y-3.690882_a1.586147.jpeg,TL-A
t1152889951.527403_x-12.493931_y-3.646437_a1.583803.jpeg,TL-A
t1152889951.731217_x-12.494055_y-3.602441_a1.581844.jpeg,TL-A
t1152889951.935236_x-12.494304_y-3.579830_a1.581844.jpeg,TL-A
t1152889952.139343_x-12.494451_y-3.533953_a1.580294.jpeg,TL-A
t1152889952.343254_x-12.490884_y-3.480994_a1.567863.jpeg,TL-A
t1152889952.547267_x-12.488919_y-3.431231_a1.562653.jpeg,TL-A
t1152889952.751279_x-12.491919_y-3.397195_a1.561880.jpeg,TL-A
t1152889952.955293_x-12.491107_y-3.344013_a1.562395.jpeg,TL-A
t1152889953.159497_x-12.490722_y-3.298306_a1.562395.jpeg,TL-A
t1152889953.363320_x-12.490649_y-3.253214_a1.564282.jpeg,TL-A
t1152889960.503774_x-12.489931_y-2.962219_a1.553404.jpeg,TL-A
t1152889960.707779_x-12.487801_y-2.925601_a1.549472.jpeg,TL-A
t1152889960.911790_x-12.487900_y-2.888235_a1.546479.jpeg,TL-A
t1152889961.115803_x-12.480886_y-2.848362_a1.542081.jpeg,TL-A
t1152889961.319816_x-12.479148_y-2.828896_a1.540182.jpeg,TL-A
t1152889961.523829_x-12.475995_y-2.791043_a1.538572.jpeg,TL-A
t1152889961.727841_x-12.473212_y-2.753862_a1.538173.jpeg,TL-A
t1152889961.932049_x-12.470789_y-2.718228_a1.537645.jpeg,TL-A
t1152889962.135890_x-12.469376_y-2.682630_a1.537635.jpeg,TL-A
t1152889962.340078_x-12.467526_y-2.646218_a1.536585.jpeg,TL-A
t1152889962.543891_x-12.467387_y-2.608672_a1.534838.jpeg,TL-A
t1152889962.747905_x-12.465722_y-2.568347_a1.533768.jpeg,TL-A
t1152889962.951917_x-12.463851_y-2.527891_a1.531959.jpeg,TL-A
t1152889963.155929_x-12.462375_y-2.487138_a1.532536.jpeg,TL-A
t1152889963.359943_x-12.474227_y-2.452334_a1.595464.jpeg,TL-A
t1152889963.564148_x-12.483510_y-2.429248_a1.638180.jpeg,TL-A
t1152889963.767969_x-12.531716_y-2.389354_a1.817993.jpeg,TL-A
t1152889963.971982_x-12.574452_y-2.364754_a1.990316.jpeg,TL-A
t1152889964.175994_x-12.607733_y-2.338184_a2.080938.jpeg,TL-A
t1152889964.380007_x-12.639367_y-2.294528_a2.113885.jpeg,TL-A
t1152889964.584019_x-12.675991_y-2.274834_a2.247612.jpeg,TL-A
t1152889964.788039_x-12.734165_y-2.264501_a2.420158.jpeg,TL-A
t1152889964.992063_x-12.785179_y-2.275541_a2.604522.jpeg,TL-A
t1152889965.196057_x-12.824727_y-2.297602_a2.813823.jpeg,TL-A
t1152889965.400072_x-12.868094_y-2.324302_a2.994364.jpeg,TL-A
t1152889965.604086_x-12.911837_y-2.355844_a-3.114373.jpeg,TL-A
t1152889965.808099_x-12.957164_y-2.373266_a-3.043105.jpeg,TL-A
t1152889966.012108_x-12.978789_y-2.376044_a-3.040304.jpeg,TL-A
t1152889966.216145_x-13.016000_y-2.379328_a-3.041504.jpeg,TL-A
t1152889966.420135_x-13.051952_y-2.381116_a-3.050277.jpeg,TL-A
t1152889966.624146_x-13.092275_y-2.384515_a-3.051674.jpeg,TL-A
t1152889966.828357_x-13.127993_y-2.384704_a-3.062725.jpeg,ST-A
t1152889967.032173_x-13.169286_y-2.387015_a-3.069005.jpeg,ST-A
t1152889967.236392_x-13.209568_y-2.390060_a-3.068922.jpeg,ST-A
t1152889967.440198_x-13.247020_y-2.393771_a-3.064333.jpeg,ST-A
t1152889967.644210_x-13.289383_y-2.398027_a-3.059838.jpeg,ST-A
t1152889967.848224_x-13.323671_y-2.398525_a-3.067318.jpeg,ST-A
t1152889968.052237_x-13.366274_y-2.401121_a-3.070861.jpeg,ST-A
t1152889968.256248_x-13.383191_y-2.402225_a-3.071317.jpeg,ST-A
t1152889968.460457_x-13.433805_y-2.403836_a-3.079795.jpeg,ST-A
t1152889968.668275_x-13.474519_y-2.403482_a-3.091176.jpeg,ST-A
t1152889968.872288_x-13.516137_y-2.403869_a-3.097861.jpeg,ST-A
t1152889969.076301_x-13.554931_y-2.394699_a-3.108112.jpeg,ST-A
t1152889969.280313_x-13.592446_y-2.398611_a-3.111156.jpeg,ST-A
t1152889969.484326_x-13.632549_y-2.400191_a-3.109455.jpeg,ST-A
t1152889969.688340_x-13.677317_y-2.386786_a-3.112615.jpeg,ST-A
t1152889969.892354_x-13.701295_y-2.388008_a-3.112096.jpeg,ST-A
